tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,active_start_date,active_end_date
110P04352,US-50,EASTBOUND,MD-450/EXIT 23,MD,ANNE ARUNDEL,21401,38.98466,-76.54166,38.98509,-76.53972,0.108324,221.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110P04353,US-50,EASTBOUND,MD-2/JENNIFER RD/EXIT 23,MD,ANNE ARUNDEL,21401,38.98604,-76.53546,38.98697,-76.53227,0.183116,223.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110+05593,US-50,EASTBOUND,CHESTER RIVER BEACH RD/EXIT 43B,MD,QUEEN ANNES,21638,38.96452,-76.22053,38.96334,-76.2152,0.29767,265.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110P04350,US-50,EASTBOUND,I-97/EXIT 21,MD,ANNE ARUNDEL,21401,38.9841,-76.58627,38.98297,-76.56118,1.356135,217.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110+05592,US-50,EASTBOUND,MD-18/MAIN ST/EXIT 43A,MD,QUEEN ANNES,21638,38.96814,-76.2367,38.96478,-76.22171,0.837935,263.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110P04351,US-50,EASTBOUND,MD-665/ARIS ALLEN BLVD/EXIT 21-22,MD,ANNE ARUNDEL,21401,38.9828,-76.56024,38.9829,-76.54954,0.581108,219.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110+05591,US-50,EASTBOUND,MD-18/MAIN ST/EXIT 42,MD,QUEEN ANNES,21638,38.97222,-76.25534,38.96839,-76.23787,0.977786,261.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110+05590,US-50,EASTBOUND,MD-18/MAIN ST/EXIT 41,MD,QUEEN ANNES,21619,38.97309,-76.2618,38.9724,-76.25769,0.225822,259.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110+05586,US-50,EASTBOUND,CASTLE MARINA RD/EXIT 39A,MD,QUEEN ANNES,21619,38.97571,-76.29186,38.97585,-76.29037,0.080615,251.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110+05585,US-50,EASTBOUND,MD-18/MAIN ST/EXIT 38,MD,QUEEN ANNES,21666,38.97612,-76.30965,38.97469,-76.30223,0.411149,249.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110+05584,US-50,EASTBOUND,THOMPSON CREEK RD/DUKE ST,MD,QUEEN ANNES,21666,38.97796,-76.31778,38.9765,-76.31126,0.364482,247.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110+05583,US-50,EASTBOUND,MD-8/EXIT 37,MD,QUEEN ANNES,21666,38.98333,-76.34004,38.98002,-76.32664,0.755193,245.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110+05589,US-50,EASTBOUND,DUNDEE AVE/EXIT 40B,MD,QUEEN ANNES,21619,38.9742,-76.26866,38.973320002195,-76.263250013544,0.296839,257.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110+05588,US-50,EASTBOUND,PINEY RD/S PINEY RD/EXIT 40A,MD,QUEEN ANNES,21619,38.97533,-76.28022,38.97438,-76.26976,0.565777,255.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110+05587,US-50,EASTBOUND,DOMINION RD/EXIT 39B,MD,QUEEN ANNES,21619,38.9759,-76.28905,38.975440001114,-76.281570014021,0.403183,253.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110P04363,US-50,EASTBOUND,WILLIAM PRESTON LANE BRIDGE,MD,ANNE ARUNDEL,21409,39.00799,-76.40386,38.99074001151,-76.371660048172,2.250024,244.0,America/New_York,P3.2,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110P04361,US-50,EASTBOUND,OCEANIC DR/EXIT 32,MD,ANNE ARUNDEL,21409,39.01985,-76.41466,39.0168,-76.40976,0.340718,241.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110P04362,US-50,EASTBOUND,WILLIAM P LANE BRG TOLL PLAZA,MD,ANNE ARUNDEL,21409,39.01358,-76.40751,39.01297,-76.40715,0.046358,242.5,America/New_York,P3.16,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110P04360,US-50,EASTBOUND,WHITEHALL RD/EXIT 31,MD,ANNE ARUNDEL,21409,39.02233,-76.42387,39.02189,-76.42219,0.095148,239.0,America/New_York,P1.11,USA,2020-09-29 14:00:00-04:00,2021-03-30 14:00:00-04:00
110-05593,US-50,WESTBOUND,CHESTER RIVER BEACH RD/EXIT 43B,MD,QUEEN ANNES,21638,38.96176,-76.20521,38.962899997605,-76.2120199893,0.376006,87.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05592,US-50,WESTBOUND,MD-18/MAIN ST/EXIT 43A,MD,QUEEN ANNES,21638,38.96331,-76.21388,38.96491,-76.2212,0.408434,89.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04363,US-50,EASTBOUND,WILLIAM PRESTON LANE BRIDGE,MD,ANNE ARUNDEL,21409,39.01297,-76.40715,39.00799,-76.40386,0.386776,243.0,America/New_York,P3.2,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05595,US-50,WESTBOUND,EVANS AVE/EXIT 44B,MD,QUEEN ANNES,21638,38.96528,-76.19314,38.96372,-76.1976,0.262692,83.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05594,US-50,WESTBOUND,STATION LN/VFW AVE/EXIT 44A,MD,QUEEN ANNES,21638,38.96338,-76.19856,38.96182,-76.20389,0.307023,85.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04362,US-50,EASTBOUND,WILLIAM P LANE BRIDGE TOLL PLAZA,MD,ANNE ARUNDEL,21409,39.0168,-76.40976,39.01358,-76.40751,0.253874,242.0,America/New_York,P3.16,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P05588,US-50,EASTBOUND,PINEY RD/S PINEY RD/EXIT 40A,MD,QUEEN ANNES,21619,38.97438,-76.26976,38.9742,-76.26866,0.06037,256.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05591,US-50,WESTBOUND,MD-18/MAIN ST/EXIT 42,MD,QUEEN ANNES,21638,38.96506,-76.22194,38.96818,-76.23623,0.797227,91.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P05589,US-50,EASTBOUND,DUNDEE AVE/EXIT 40B,MD,QUEEN ANNES,21619,38.97332,-76.26325,38.97309,-76.2618,0.07948,258.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05590,US-50,WESTBOUND,MD-18/MAIN ST/EXIT 41,MD,QUEEN ANNES,21638,38.96852,-76.23784,38.97235,-76.25491,0.956344,93.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P05586,US-50,EASTBOUND,CASTLE MARINA RD/EXIT 39A,MD,QUEEN ANNES,21619,38.97585,-76.29037,38.9759,-76.28905,0.070981,252.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P05587,US-50,EASTBOUND,DOMINION RD/EXIT 39B,MD,QUEEN ANNES,21619,38.97544,-76.28157,38.97533,-76.28022,0.072897,254.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-06205,US-301,SOUTHBOUND,MD-213/CENTREVILLE RD,MD,QUEEN ANNES,21617,39.0247,-76.03007,39.01521,-76.07218,2.386833,32.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P05584,US-50,EASTBOUND,THOMPSON CREEK RD/DUKE ST,MD,QUEEN ANNES,21666,38.9765,-76.31126,38.97612,-76.30965,0.090359,248.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P05585,US-50,EASTBOUND,MD-18/MAIN ST/EXIT 38,MD,QUEEN ANNES,21619,38.97469,-76.30223,38.97571,-76.29186,0.56793,250.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05597,US-50,WESTBOUND,NESBIT RD/EXIT 45B,MD,QUEEN ANNES,21658,38.9743,-76.17531,38.96894,-76.18285,0.552604,79.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04361,US-50,EASTBOUND,OCEANIC DR/EXIT 32,MD,ANNE ARUNDEL,21409,39.02189,-76.42219,39.01985,-76.41466,0.428186,240.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P05582,US-50,EASTBOUND,WILLIAM PRESTON LANE BRIDGE,MD,QUEEN ANNES,21666,38.99074,-76.37166,38.983330007052,-76.340040030345,1.77336,245.001,America/New_York,P3.2,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04360,US-50,EASTBOUND,WHITEHALL RD/EXIT 31,MD,ANNE ARUNDEL,21409,39.02584,-76.4384,39.022330009658,-76.423870037724,0.817174,238.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P05583,US-50,EASTBOUND,MD-8/EXIT 37,MD,QUEEN ANNES,21666,38.98002,-76.32664,38.97796,-76.31778,0.496653,246.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05596,US-50,WESTBOUND,HESS RD/HISSEY RD/EXIT 45A,MD,QUEEN ANNES,21658,38.96741,-76.18703,38.96569,-76.19194,0.289274,81.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-06204,US-301,SOUTHBOUND,BLOOMINGDALE RD,MD,QUEEN ANNES,21617,39.01462,-76.0802,39.01432,-76.08423,0.21733,34.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05599,US-301,SOUTHBOUND,US-50,MD,QUEEN ANNES,21658,38.98477,-76.16133,38.98133,-76.16835,0.446936,39.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-06203,US-301,SOUTHBOUND,MD-456/DEL RHODES AVE,MD,QUEEN ANNES,21658,39.01432,-76.08423,38.98845,-76.15086,4.121379,35.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N04361,US-50,WESTBOUND,OCEANIC DR/EXIT 32,MD,ANNE ARUNDEL,21409,39.01529,-76.4082,39.020059995561,-76.414629983355,0.490645,113.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N04362,US-50,WESTBOUND,WILLIAM P LANE BRG TOLL PLAZA,MD,ANNE ARUNDEL,21409,39.01303,-76.40686,39.01364,-76.40724,0.046816,111.5,America/New_York,P3.16,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N04363,US-50,WESTBOUND,WILLIAM PRESTON LANE BRIDGE,MD,ANNE ARUNDEL,21409,38.99189,-76.37109,39.008299987308,-76.403689991099,2.213731,110.0,America/New_York,P3.2,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N04360,US-50,WESTBOUND,WHITEHALL RD/EXIT 31,MD,ANNE ARUNDEL,21409,39.02204,-76.42214,39.02249,-76.42386,0.097403,115.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N04359,US-50,WESTBOUND,WHITEHALL RD/EXIT 30,MD,ANNE ARUNDEL,21409,39.02588,-76.43777,39.02623,-76.44009,0.126836,117.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04359,US-50,EASTBOUND,WHITEHALL RD/EXIT 30,MD,ANNE ARUNDEL,21409,39.0269,-76.44812,39.02608,-76.44008,0.435212,236.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05600,US-301,SOUTHBOUND,MD-18/MAIN ST,MD,QUEEN ANNES,21658,38.98576,-76.15875,38.98477,-76.16133,0.154513,38.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05582,US-50,WESTBOUND,WILLIAM PRESTON LANE BRIDGE,MD,QUEEN ANNES,21666,38.98014,-76.32569,38.984459996212,-76.339309983985,0.794553,109.0,America/New_York,P3.2,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04354,US-50,EASTBOUND,MD-70/ROWE BLVD/EXIT 24,MD,ANNE ARUNDEL,21401,38.98697,-76.53227,38.99269,-76.51861,0.833216,224.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04353,US-50,EASTBOUND,MD-2/JENNIFER RD/EXIT 23,MD,ANNE ARUNDEL,21401,38.98509,-76.53972,38.98604,-76.53546,0.237979,222.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05584,US-50,WESTBOUND,THOMPSON CREEK RD/DUKE ST,MD,QUEEN ANNES,21666,38.9749,-76.30225,38.97634,-76.30971,0.413605,105.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04352,US-50,EASTBOUND,MD-450/EXIT 23,MD,ANNE ARUNDEL,21401,38.9829,-76.54954,38.98466,-76.54166,0.440264,220.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05583,US-50,WESTBOUND,MD-8/EXIT 37,MD,QUEEN ANNES,21666,38.97668,-76.3112,38.97822,-76.31761,0.360298,107.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04351,US-50,EASTBOUND,MD-665/ARIS ALLEN BLVD/EXIT 21-22,MD,ANNE ARUNDEL,21401,38.98297,-76.56118,38.9828,-76.56024,0.051838,218.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04358,US-50,EASTBOUND,MD-179/CAPE SAINT CLAIRE RD/EXIT 29,MD,ANNE ARUNDEL,21409,39.02376,-76.47081,39.02783,-76.45975,0.664266,234.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04357,US-50,EASTBOUND,BAY DALE DR/FERGUSON RD/EXIT 28,MD,ANNE ARUNDEL,21409,39.01672,-76.48565,39.02217,-76.47414,0.723446,232.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04356,US-50,EASTBOUND,MD-648/BALTIMORE ANNAPOLIS BLVD,MD,ANNE ARUNDEL,21409,39.01553,-76.48815,39.01644,-76.48622,0.121173,230.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04355,US-50,EASTBOUND,MD-2/MD-450/RITCHIE HWY/EXIT 27,MD,ANNE ARUNDEL,21409,39.00911,-76.50126,39.0124,-76.4957,0.385431,228.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05589,US-50,WESTBOUND,DUNDEE AVE/EXIT 40B,MD,QUEEN ANNES,21619,38.97249,-76.25635,38.97339,-76.26212,0.316134,95.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-07768,US-301,SOUTHBOUND,MD-304/RUTHSBURG RD,MD,QUEEN ANNES,21617,39.07962,-75.97924,39.02691,-76.02738,4.472048,31.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P05593,US-50,EASTBOUND,CHESTER RIVER BEACH RD/EXIT 43B,MD,QUEEN ANNES,21638,38.96334,-76.2152,38.96264,-76.212,0.178556,266.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05586,US-50,WESTBOUND,CASTLE MARINA RD/EXIT 39A,MD,QUEEN ANNES,21619,38.97568,-76.28142,38.9761,-76.28929,0.424003,101.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04350,US-50,EASTBOUND,I-97/EXIT 21,MD,ANNE ARUNDEL,21035,38.96084,-76.65423,38.9841,-76.58627,4.105508,216.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05585,US-50,WESTBOUND,MD-18/MAIN ST/EXIT 38,MD,QUEEN ANNES,21619,38.97607,-76.29017,38.9759,-76.29179,0.08783,103.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05588,US-50,WESTBOUND,PINEY RD/S PINEY RD/EXIT 40A,MD,QUEEN ANNES,21619,38.97356,-76.26314,38.97432,-76.26804,0.26839,97.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P05591,US-50,EASTBOUND,MD-18/MAIN ST/EXIT 42,MD,QUEEN ANNES,21638,38.96839,-76.23787,38.96814,-76.2367,0.06517,262.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P05592,US-50,EASTBOUND,MD-18/MAIN ST/EXIT 43A,MD,QUEEN ANNES,21638,38.96478,-76.22171,38.96452,-76.22053,0.065876,264.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05587,US-50,WESTBOUND,DOMINION RD/EXIT 39B,MD,QUEEN ANNES,21619,38.9745,-76.26907,38.97558,-76.28028,0.607167,99.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P05590,US-50,EASTBOUND,MD-18/MAIN ST/EXIT 41,MD,QUEEN ANNES,21619,38.9724,-76.25769,38.97222,-76.25534,0.12685,260.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+04349,US-50,EASTBOUND,MD-424/DAVIDSONVILLE RD/EXIT 16,MD,ANNE ARUNDEL,21035,38.95575,-76.6867,38.95922,-76.6624,1.336449,214.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N06203,US-301,SOUTHBOUND,MD-456/DEL RHODES AVE,MD,QUEEN ANNES,21658,38.98845,-76.15086,38.98755,-76.15355,0.157258,36.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05598,US-50,WESTBOUND,BEGIN FREEWAY,MD,QUEEN ANNES,21658,38.97502,-76.17456,38.9743,-76.17531,0.064001,78.0,America/New_York,P1.13,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05597,US-50,WESTBOUND,NESBIT RD/EXIT 45B,MD,QUEEN ANNES,21658,38.96894,-76.18285,38.967410003931,-76.187029988209,0.248326,80.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N06205,US-301,SOUTHBOUND,MD-213/CENTREVILLE RD,MD,QUEEN ANNES,21617,39.01521,-76.07218,39.01462,-76.0802,0.432394,33.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P08361,MD-404,WESTBOUND,MD-309/STARR RD/MAIN ST,MD,QUEEN ANNES,21657,38.92382,-75.95836,38.9238,-75.95921,0.045702,15.5,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05599,US-301,SOUTHBOUND,US-50,MD,QUEEN ANNES,21658,38.98133,-76.16835,38.975020007594,-76.174559993108,0.5512,40.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-04360,US-50,WESTBOUND,WHITEHALL RD/EXIT 31,MD,ANNE ARUNDEL,21409,39.02006,-76.41463,39.022039994519,-76.422139978958,0.425638,114.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-04361,US-50,WESTBOUND,OCEANIC DR/EXIT 32,MD,ANNE ARUNDEL,21409,39.01364,-76.40724,39.01529,-76.4082,0.12509,112.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-04362,US-50,WESTBOUND,WILLIAM P LANE BRIDGE TOLL PLAZA,MD,ANNE ARUNDEL,21409,39.0083,-76.40369,39.01303,-76.40686,0.36849,111.0,America/New_York,P3.16,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P18282,MD-322,NORTHBOUND,US-50 (NORTH),MD,TALBOT,21601,38.7983,-76.06162,38.79907,-76.06083,0.068127,6.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+06360,US-50,WESTBOUND,MD-404/QUEEN ANNE HWY,MD,TALBOT,21601,38.80074,-76.06002,38.93904,-76.06246,9.55491,73.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110P04674,US-50,EASTBOUND,SEVERN RIVER BRIDGE,MD,ANNE ARUNDEL,21401,39.0032,-76.5065,39.00911,-76.50126,0.495784,227.0,America/New_York,P3.2,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+06361,US-50,WESTBOUND,MD-213/CENTREVILLE RD,MD,QUEEN ANNES,21658,38.93992,-76.06246,38.95431,-76.07783,1.422962,75.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+06362,US-50,WESTBOUND,MD-456/DEL RHODES AVE,MD,QUEEN ANNES,21658,38.95457,-76.0789,38.97957,-76.13904,3.708403,76.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+06363,US-50,WESTBOUND,US-301/BLUE STAR MEMORIAL HWY,MD,QUEEN ANNES,21658,38.98009,-76.14048,38.98133,-76.16835,1.525067,77.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+07291,MD-404,WESTBOUND,US-50/OCEAN GTWY,MD,QUEEN ANNES,21657,38.9238,-75.95921,38.93925,-76.062,5.647576,16.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05594,US-50,WESTBOUND,STATION LN/VFW AVE/EXIT 44A,MD,QUEEN ANNES,21638,38.96182,-76.20389,38.96176,-76.20521,0.071258,86.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05593,US-50,WESTBOUND,CHESTER RIVER BEACH RD/EXIT 43B,MD,QUEEN ANNES,21638,38.9629,-76.21202,38.96331,-76.21388,0.103844,88.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05596,US-50,WESTBOUND,HESS RD/HISSEY RD/EXIT 45A,MD,QUEEN ANNES,21638,38.96569,-76.19194,38.96528,-76.19314,0.070402,82.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05595,US-50,WESTBOUND,EVANS AVE/EXIT 44B,MD,QUEEN ANNES,21638,38.96372,-76.1976,38.96338,-76.19856,0.056662,84.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05590,US-50,WESTBOUND,MD-18/MAIN ST/EXIT 41,MD,QUEEN ANNES,21619,38.97235,-76.25491,38.97249,-76.25635,0.077941,94.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05592,US-50,WESTBOUND,MD-18/MAIN ST/EXIT 43A,MD,QUEEN ANNES,21638,38.96491,-76.2212,38.96506,-76.22194,0.041075,90.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05591,US-50,WESTBOUND,MD-18/MAIN ST/EXIT 42,MD,QUEEN ANNES,21638,38.96818,-76.23623,38.96852,-76.23784,0.089633,92.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+18282,MD-322,NORTHBOUND,US-50 (NORTH),MD,TALBOT,21601,38.77828,-76.08517,38.7983,-76.06162,1.921169,5.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N07768,US-301,SOUTHBOUND,MD-304/RUTHSBURG RD,MD,QUEEN ANNES,21617,39.02691,-76.02738,39.0247,-76.03007,0.210206,31.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05587,US-50,WESTBOUND,DOMINION RD/EXIT 39B,MD,QUEEN ANNES,21619,38.97558,-76.28028,38.97568,-76.28142,0.061611,100.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05586,US-50,WESTBOUND,CASTLE MARINA RD/EXIT 39A,MD,QUEEN ANNES,21619,38.9761,-76.28929,38.97607,-76.29017,0.047304,102.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05589,US-50,WESTBOUND,DUNDEE AVE/EXIT 40B,MD,QUEEN ANNES,21619,38.97339,-76.26212,38.97356,-76.26314,0.056025,96.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110N05588,US-50,WESTBOUND,PINEY RD/S PINEY RD/EXIT 40A,MD,QUEEN ANNES,21619,38.97432,-76.26804,38.9745,-76.26907,0.056705,98.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+06358,US-50,WESTBOUND,CHAPEL RD,MD,TALBOT,21601,38.77739,-76.06015,38.79302,-76.06007,1.079742,70.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110+06359,US-50,WESTBOUND,MD-322/EASTON PKWY,MD,TALBOT,21601,38.79302,-76.06007,38.79868,-76.06003,0.391007,71.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
110-05600,US-301,SOUTHBOUND,MD-18/MAIN ST,MD,QUEEN ANNES,21658,38.98755,-76.15355,38.98576,-76.15875,0.305392,37.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,2022-03-22 14:00:00-04:00
